Id,SalePrice
2214,132830
2215,101332
2216,146104
2217,1
2218,65073
2219,64279
2220,62374
2221,259541
2222,241097
2223,259636
2224,202689
2225,121882
2226,185803
2227,199826
2228,250013
2229,238294
2230,150406
2231,202131
2232,181405
2233,183435
2234,231308
2235,214334
2236,265765
2237,317997
2238,190992
2239,1
2240,146506
2241,140898
2242,122171
2243,127415
2244,94611
2245,90817
2246,140793
2247,113439
2248,128944
2249,124015
2250,137954
2251,1
2252,194469
2253,155886
2254,171623
2255,197437
2256,179755
2257,211406
2258,164056
2259,173428
2260,166989
2261,191790
2262,224631
2263,367852
2264,540289
2265,188024
2266,281797
2267,383101
2268,488818
2269,151286
2270,184465
2271,218173
2272,192772
2273,161997
2274,165406
2275,157154
2276,176569
2277,192661
2278,152352
2279,112079
2280,121640
2281,155655
2282,174069
2283,105183
2284,101260
2285,140878
2286,127616
2287,348475
2288,279995
2289,385173
2290,452750
2291,331812
2292,430917
2293,510850
2294,397408
2295,480177
2296,300877
2297,316643
2298,312671
2299,391300
2300,353264
2301,284601
2302,274153
2303,257383
2304,268189
2305,187241
2306,190221
2307,206846
2308,216365
2309,274408
2310,215884
2311,224511
2312,172972
2313,174940
2314,176564
2315,172075
2316,195341
2317,187857
2318,167655
2319,175355
2320,186386
2321,241197
2322,183134
2323,179341
2324,174238
2325,202658
2326,171994
2327,206075
2328,220729
2329,190820
2330,179323
2331,359042
2332,388390
2333,331583
2334,257760
2335,250907
2336,326118
2337,209978
2338,279914
2339,231884
2340,385339
2341,217168
2342,239528
2343,228616
2344,236364
2345,249728
2346,212205
2347,198301
2348,235344
2349,176723
2350,280189
2351,240957
2352,266903
2353,268739
2354,134920
2355,145945
2356,154850
2357,186929
2358,183265
2359,133475
2360,112422
2361,147079
2362,286854
2363,135325
2364,171126
2365,224870
2366,185988
2367,216413
2368,211708
2369,216620
2370,167916
2371,164291
2372,193544
2373,284471
2374,308203
2375,219105
2376,328688
2377,378158
2378,137592
2379,216851
2380,147974
2381,153680
2382,193378
2383,197470
2384,232145
2385,161017
2386,125693
2387,128939
2388,106385
2389,125952
2390,133779
2391,144566
2392,119924
2393,171097
2394,136814
2395,205210
2396,141109
2397,222323
2398,121829
2399,74204
2400,78627
2401,1
2402,126506
2403,147500
2404,147983
2405,151891
2406,139657
2407,126329
2408,140268
2409,121420
2410,194684
2411,112973
2412,149096
2413,122754
2414,147503
2415,133807
2416,134053
2417,132332
2418,128018
2419,115427
2420,122003
2421,142344
2422,111881
2423,102188
2424,152447
2425,192932
2426,135045
2427,119415
2428,160964
2429,122742
2430,138574
2431,107700
2432,132759
2433,135888
2434,130506
2435,151178
2436,103201
2437,106752
2438,119652
2439,108517
2440,122360
2441,102455
2442,97329
2443,131498
2444,115029
2445,85020
2446,127879
2447,172332
2448,129567
2449,108329
2450,144623
2451,118447
2452,174132
2453,92265
2454,111231
2455,121926
2456,1
2457,123538
2458,128374
2459,110016
2460,131610
2461,128472
2462,128263
2463,119768
2464,163181
2465,140054
2466,117572
2467,134997
2468,80885
2469,80502
2470,196227
2471,212014
2472,157620
2473,125887
2474,76551
2475,226486
2476,121057
2477,120425
2478,157324
2479,107105
2480,149802
2481,111698
2482,128431
2483,110306
2484,118395
2485,124058
2486,134806
2487,157896
2488,156430
2489,147281
2490,136446
2491,104942
2492,182270
2493,140681
2494,156407
2495,102533
2496,247010
2497,150380
2498,111701
2499,91143
2500,123364
2501,134979
2502,148669
2503,97703
2504,189244
2505,205796
2506,243748
2507,284766
2508,244824
2509,214932
2510,216280
2511,178606
2512,198418
2513,202188
2514,230093
2515,150190
2516,173548
2517,150831
2518,147757
2519,215404
2520,212161
2521,189827
2522,222980
2523,133400
2524,141687
2525,162907
2526,139479
2527,115722
2528,135474
2529,129047
2530,133144
2531,245440
2532,226378
2533,191663
2534,225088
2535,311627
2536,237385
2537,224578
2538,179861
2539,186325
2540,178384
2541,185726
2542,161335
2543,123954
2544,122031
2545,127802
2546,139777
2547,149274
2548,151485
2549,154421
2550,1639864
2551,130554
2552,120040
2553,72650
2554,103359
2555,117766
2556,100386
2557,108691
2558,153808
2559,135140
2560,144298
2561,157066
2562,146935
2563,161326
2564,188649
2565,132105
2566,146065
2567,140355
2568,209402
2569,229886
2570,120224
2571,193359
2572,149959
2573,242531
2574,281273
2575,135992
2576,117739
2577,1
2578,97768
2579,68827
2580,79387
2581,91022
2582,92040
2583,260711
2584,174157
2585,181945
2586,212352
2587,203789
2588,135732
2589,155100
2590,213018
2591,222268
2592,209389
2593,231443
2594,190527
2595,192577
2596,302535
2597,181590
2598,271030
2599,362386
2600,154193
2601,123301
2602,79798
2603,83562
2604,91413
2605,74706
2606,138092
2607,185843
2608,208641
2609,162453
2610,118663
2611,132055
2612,154159
2613,132521
2614,127069
2615,143713
2616,143932
2617,191645
2618,212690
2619,210322
2620,180959
2621,177568
2622,181532
2623,238655
2624,267665
2625,338883
2626,178550
2627,187574
2628,447344
2629,508674
2630,355708
2631,488370
2632,397024
2633,303208
2634,406128
2635,158789
2636,177765
2637,159745
2638,274508
2639,179953
2640,151140
2641,103465
2642,175821
2643,110957
2644,130230
2645,108327
2646,94340
2647,99478
2648,141347
2649,149710
2650,133093
2651,132393
2652,441593
2653,275212
2654,259423
2655,371005
2656,321349
2657,345479
2658,290052
2659,312430
2660,355300
2661,349737
2662,353637
2663,316660
2664,261212
2665,309899
2666,271400
2667,170516
2668,178498
2669,172157
2670,272035
2671,177634
2672,186682
2673,205760
2674,198771
2675,161647
2676,189473
2677,206117
2678,246202
2679,263723
2680,280028
2681,390585
2682,321341
2683,438731
2684,295471
2685,318201
2686,248516
2687,306775
2688,222296
2689,206779
2690,456488
2691,194264
2692,137044
2693,183598
2694,139229
2695,184841
2696,177730
2697,177239
2698,180955
2699,169033
2700,149213
2701,152322
2702,111317
2703,130673
2704,142392
2705,117660
2706,117042
2707,123720
2708,130389
2709,114054
2710,127855
2711,311717
2712,368891
2713,177671
2714,153351
2715,174736
2716,158438
2717,188201
2718,231761
2719,1
2720,168101
2721,133869
2722,152778
2723,159959
2724,124214
2725,125679
2726,143320
2727,183824
2728,164003
2729,148200
2730,146829
2731,130829
2732,124221
2733,163874
2734,148471
2735,127144
2736,137977
2737,118758
2738,139705
2739,165769
2740,143671
2741,135413
2742,154909
2743,142900
2744,146913
2745,151583
2746,124696
2747,143473
2748,128750
2749,120135
2750,122491
2751,120906
2752,201876
2753,138446
2754,234007
2755,134701
2756,95471
2757,76094
2758,88040
2759,153627
2760,114055
2761,137840
2762,137371
2763,199161
2764,141750
2765,290363
2766,129013
2767,79876
2768,119301
2769,119545
2770,156287
2771,117161
2772,114610
2773,138718
2774,135508
2775,116251
2776,131465
2777,127768
2778,123110
2779,114865
2780,101876
2781,98054
2782,87957
2783,82817
2784,126193
2785,125609
2786,70136
2787,126965
2788,71328
2789,154846
2790,91302
2791,110565
2792,49543
2793,158532
2794,91967
2795,118053
2796,98516
2797,1
2798,103616
2799,110514
2800,76796
2801,112849
2802,126315
2803,1
2804,130548
2805,104705
2806,88502
2807,161020
2808,145948
2809,136246
2810,131110
2811,145390
2812,155945
2813,156246
2814,161616
2815,99277
2816,254992
2817,146835
2818,134175
2819,145547
2820,130635
2821,112786
2822,185685
2823,348301
2824,163695
2825,127729
2826,131269
2827,140236
2828,216272
2829,209676
2830,227425
2831,181415
2832,256991
2833,257930
2834,202001
2835,212499
2836,186261
2837,180245
2838,155543
2839,172147
2840,201728
2841,200665
2842,223074
2843,154960
2844,179854
2845,140817
2846,202766
2847,197455
2848,221405
2849,201785
2850,284901
2851,227963
2852,244761
2853,225821
2854,137304
2855,205647
2856,194855
2857,186291
2858,202791
2859,107452
2860,116753
2861,127331
2862,185100
2863,127713
2864,228727
2865,131564
2866,151311
2867,103513
2868,101353
2869,109664
2870,129849
2871,90814
2872,58753
2873,101231
2874,137025
2875,135085
2876,164814
2877,143004
2878,179880
2879,137636
2880,110596
2881,147111
2882,168365
2883,201843
2884,203856
2885,185291
2886,243490
2887,109747
2888,134138
2889,69317
2890,83249
2891,135304
2892,52004
2893,79647
2894,50159
2895,270798
2896,258894
2897,208680
2898,155770
2899,193965
2900,157673
2901,226937
2902,192465
2903,315338
2904,319450
2905,1
2906,188315
2907,108486
2908,125885
2909,155071
2910,76553
2911,86190
2912,133401
2913,85178
2914,77054
2915,86491
2916,90773
2917,172166
2918,117231
2919,227169
