Id,SalePrice
1672,478025
1673,308467
1674,261087
1675,204499
1676,182137
1677,221671
1678,532438
1679,385389
1680,315889
1681,244526
1682,303150
1683,204441
1684,181935
1685,171596
1686,172773
1687,170137
1688,193988
1689,191443
1690,195863
1691,182810
1692,246525
1693,174263
1694,182768
1695,169983
1696,264792
1697,179940
1698,349506
1699,276322
1700,245430
1701,273145
1702,254981
1703,249775
1704,289692
1705,235612
1706,463387
1707,213526
1708,210562
1709,254674
1710,227227
1711,254882
1712,270087
1713,267923
1714,237691
1715,217119
1716,184354
1717,169041
1718,156678
1719,196838
1720,226724
1721,165116
1722,143388
1723,155271
1724,192255
1725,225579
1726,182230
1727,147644
1728,174300
1729,173268
1730,160439
1731,115046
1732,122723
1733,118308
1734,123977
1735,140746
1736,119279
1737,379078
1738,253811
1739,278278
1740,206573
1741,185019
1742,177496
1743,185847
1744,331874
1745,227465
1746,254712
1747,206271
1748,227270
1749,142116
1750,151910
1751,236837
1752,126867
1753,150084
1754,206690
1755,158182
1756,124690
1757,127437
1758,129188
1759,160778
1760,144468
1761,146414
1762,176959
1763,169947
1764,113190
1765,190128
1766,181416
1767,218317
1768,148427
1769,170798
1770,157024
1771,129720
1772,135600
1773,117468
1774,141514
1775,147034
1776,114829
1777,114652
1778,148581
1779,107462
1780,173789
1781,133746
1782,86069
1783,121106
1784,92043
1785,110953
1786,134995
1787,154021
1788,68119
1789,97961
1790,65242
1791,190504
1792,171134
1793,133548
1794,163740
1795,143670
1796,127967
1797,129867
1798,123950
1799,120465
1800,120703
1801,131069
1802,154314
1803,156375
1804,135189
1805,147195
1806,140252
1807,125386
1808,108689
1809,117391
1810,127032
1811,107184
1812,101849
1813,131210
1814,88024
1815,61610
1816,102007
1817,90074
1818,141523
1819,117336
1820,68811
1821,123389
1822,124344
1823,54719
1824,131633
1825,130899
1826,102377
1827,107719
1828,137812
1829,106865
1830,133227
1831,161736
1832,97005
1833,129705
1834,119497
1835,131519
1836,127345
1837,89727
1838,113331
1839,111020
1840,134615
1841,127271
1842,88220
1843,133627
1844,129934
1845,137328
1846,137761
1847,170245
1848,60149
1849,100213
1850,114482
1851,152827
1852,120127
1853,118676
1854,170304
1855,143785
1856,208220
1857,119757
1858,146841
1859,119503
1860,137786
1861,118724
1862,266354
1863,266354
1864,266354
1865,274196
1866,284081
1867,213863
1868,284027
1869,201721
1870,213592
1871,214761
1872,166180
1873,235694
1874,163526
1875,211051
1876,196036
1877,218672
1878,196856
1879,131619
1880,149695
1881,232861
1882,248414
1883,196103
1884,206453
1885,237540
1886,277779
1887,209702
1888,260122
1889,164257
1890,118018
1891,130301
1892,100170
1893,132855
1894,131804
1895,137372
1896,122497
1897,114396
1898,120871
1899,154727
1900,162951
1901,166703
1902,154613
1903,220765
1904,149006
1905,194675
1906,176996
1907,208268
1908,113298
1909,139692
1910,120748
1911,224492
1912,361839
1913,119136
1914,73820
1915,272831
1916,54580
1917,237621
1918,145436
1919,173745
1920,165155
1921,367367
1922,287869
1923,252104
1924,216809
1925,226079
1926,347145
1927,140836
1928,145712
1929,141189
1930,134844
1931,139179
1932,139369
1933,165260
1934,189002
1935,171405
1936,192421
1937,179494
1938,168155
1939,281848
1940,203079
1941,178461
1942,185226
1943,212346
1944,327836
1945,361150
1946,132230
1947,303805
1948,153864
1949,224259
1950,191375
1951,244003
1952,211151
1953,154369
1954,197579
1955,136106
1956,296996
1957,155498
1958,271056
1959,138804
1960,117900
1961,115313
1962,97586
1963,103197
1964,100114
1965,155655
1966,139633
1967,287160
1968,440801
1969,371655
1970,466271
1971,475561
1972,384007
1973,281922
1974,332800
1975,535579
1976,287129
1977,384022
1978,363425
1979,300222
1980,203094
1981,316562
1982,234999
1983,216555
1984,183848
1985,208954
1986,217127
1987,188385
1988,173135
1989,197225
1990,214375
1991,234656
1992,221122
1993,177371
1994,260266
1995,191001
1996,257800
1997,288479
1998,315917
1999,251726
2000,316285
2001,226843
2002,250659
2003,256292
2004,264735
2005,245519
2006,222704
2007,250355
2008,212793
2009,178002
2010,187650
2011,159596
2012,170189
2013,171859
2014,181209
2015,191379
2016,182581
2017,192011
2018,115469
2019,138951
2020,120071
2021,114780
2022,194796
2023,139007
2024,263154
2025,369345
2026,179588
2027,159870
2028,177746
2029,162463
2030,264389
2031,231953
2032,241621
2033,258444
2034,166445
2035,231838
2036,195057
2037,200241
2038,299670
2039,200652
2040,311663
2041,312066
2042,221267
2043,173180
2044,175944
2045,206800
2046,144896
2047,151160
2048,131376
2049,145062
2050,183322
2051,102453
2052,121936
2053,143737
2054,101884
2055,157058
2056,140251
2057,121043
2058,204648
2059,123936
2060,168544
2061,178259
2062,128869
2063,113265
2064,133978
2065,118381
2066,155671
2067,114665
2068,146723
2069,88257
2070,116182
2071,92484
2072,106986
2073,136342
2074,185724
2075,145940
2076,124881
2077,142467
2078,124331
2079,139562
2080,134884
2081,139149
2082,147336
2083,145135
2084,118388
2085,122946
2086,132279
2087,125396
2088,97891
2089,83664
2090,123941
2091,102883
2092,118784
2093,121129
2094,115187
2095,134030
2096,88331
2097,105485
2098,131396
2099,65642
2100,80909
2101,101331
2102,142985
2103,92076
2104,140727
2105,125866
2106,60525
2107,177337
2108,116222
2109,107864
2110,126067
2111,166505
2112,134728
2113,132080
2114,130918
2115,166517
2116,111946
2117,148854
2118,127299
2119,123903
2120,115168
2121,1
2122,110021
2123,97989
2124,171983
2125,128844
2126,121313
2127,159348
2128,135966
2129,93771
2130,132075
2131,145959
2132,98586
2133,109076
2134,107174
2135,88430
2136,68549
2137,118198
2138,135006
2139,141947
2140,141215
2141,153934
2142,123511
2143,131453
2144,112666
2145,143693
2146,163815
2147,161063
2148,131121
2149,144263
2150,219756
2151,118202
2152,163543
2153,154090
2154,108718
2155,150848
2156,265898
2157,222668
2158,219596
2159,200864
2160,174577
2161,226390
2162,393394
2163,290422
2164,215477
2165,194588
2166,162991
2167,213938
2168,195461
2169,199481
2170,216306
2171,152448
2172,143004
2173,157833
2174,233272
2175,287090
2176,277836
2177,243229
2178,210900
2179,139682
2180,222149
2181,195133
2182,219915
2183,190288
2184,123759
2185,115386
2186,154077
2187,142695
2188,156090
2189,253076
2190,85571
2191,85571
2192,97213
2193,110391
2194,115691
2195,104491
2196,105464
2197,111675
2198,157198
2199,150462
2200,149305
2201,136233
2202,219824
2203,132721
2204,184095
2205,130398
2206,153370
2207,205069
2208,273067
2209,215480
2210,117498
2211,113253
2212,119112
2213,105321
2214,123519
2215,93860
2216,139901
2217,60983
2218,84977
2219,83355
2220,79294
2221,272831
2222,251327
2223,242001
2224,190652
2225,121668
2226,182635
2227,203204
2228,252691
2229,247990
2230,157046
2231,201488
2232,183696
2233,180545
2234,240403
2235,231127
2236,279117
2237,317208
2238,181133
2239,141497
2240,153198
2241,129179
2242,116285
2243,127124
2244,93306
2245,86948
2246,144455
2247,121422
2248,137210
2249,132072
2250,135166
2251,80521
2252,189398
2253,155160
2254,171655
2255,199845
2256,188264
2257,218447
2258,168703
2259,175246
2260,158958
2261,196608
2262,224637
2263,364669
2264,444142
2265,156036
2266,284014
2267,399429
2268,395151
2269,153606
2270,182921
2271,218820
2272,184406
2273,163498
2274,163832
2275,153242
2276,176954
2277,195752
2278,151160
2279,116853
2280,121001
2281,152071
2282,165757
2283,105545
2284,102041
2285,152230
2286,134057
2287,341769
2288,270952
2289,376439
2290,454390
2291,326913
2292,411788
2293,497157
2294,397983
2295,474580
2296,307616
2297,303435
2298,303958
2299,392070
2300,346256
2301,275306
2302,273728
2303,276266
2304,269535
2305,181567
2306,184552
2307,203334
2308,214026
2309,276836
2310,214958
2311,225815
2312,173567
2313,174415
2314,180204
2315,172318
2316,184824
2317,191294
2318,173664
2319,183216
2320,193970
2321,233356
2322,192115
2323,179397
2324,173416
2325,203708
2326,170551
2327,211967
2328,226958
2329,192117
2330,179859
2331,344896
2332,395880
2333,329754
2334,251705
2335,260108
2336,326543
2337,219122
2338,269261
2339,237274
2340,382253
2341,220979
2342,255232
2343,234627
2344,236483
2345,251930
2346,219838
2347,203408
2348,247139
2349,178288
2350,265630
2351,242378
2352,252055
2353,256434
2354,154064
2355,168274
2356,152370
2357,193205
2358,186165
2359,129046
2360,117871
2361,145314
2362,294950
2363,131945
2364,161971
2365,221243
2366,187386
2367,221043
2368,207182
2369,219724
2370,160400
2371,162265
2372,199924
2373,284590
2374,310901
2375,220011
2376,349089
2377,385638
2378,138119
2379,223924
2380,150582
2381,155677
2382,193313
2383,199426
2384,237245
2385,157565
2386,134451
2387,135335
2388,95256
2389,120610
2390,124918
2391,137729
2392,124386
2393,166749
2394,135315
2395,204001
2396,143890
2397,207065
2398,116989
2399,76695
2400,81635
2401,127899
2402,131967
2403,136814
2404,141265
2405,146520
2406,146567
2407,132898
2408,138093
2409,123016
2410,179198
2411,116913
2412,150724
2413,128125
2414,152493
2415,132095
2416,130972
2417,139469
2418,133001
2419,122140
2420,119505
2421,145238
2422,105476
2423,103497
2424,155425
2425,179561
2426,123022
2427,123594
2428,162556
2429,127380
2430,145999
2431,110210
2432,139349
2433,139081
2434,137839
2435,151001
2436,107493
2437,111628
2438,121786
2439,105037
2440,121292
2441,103772
2442,98665
2443,120168
2444,107465
2445,87325
2446,124481
2447,172568
2448,131602
2449,106599
2450,143329
2451,121454
2452,168669
2453,93482
2454,109201
2455,117222
2456,145893
2457,130654
2458,128526
2459,114887
2460,128477
2461,135872
2462,132001
2463,119073
2464,175879
2465,131743
2466,109687
2467,131146
2468,83909
2469,83756
2470,171491
2471,193102
2472,138438
2473,111038
2474,70677
2475,216319
2476,121019
2477,122781
2478,150513
2479,101747
2480,139076
2481,115021
2482,124088
2483,114415
2484,115845
2485,129023
2486,134682
2487,151900
2488,157660
2489,140833
2490,131483
2491,101088
2492,183856
2493,125184
2494,138142
2495,98731
2496,246352
2497,154292
2498,111347
2499,89170
2500,121760
2501,137031
2502,145972
2503,98492
2504,176857
2505,207208
2506,229556
2507,279941
2508,229556
2509,204040
2510,215681
2511,181792
2512,203246
2513,203468
2514,251061
2515,144878
2516,173082
2517,158169
2518,150453
2519,213355
2520,208063
2521,193503
2522,222857
2523,129139
2524,135373
2525,155014
2526,137349
2527,116719
2528,132126
2529,127198
2530,129837
2531,242594
2532,226906
2533,196784
2534,222215
2535,315989
2536,224751
2537,215405
2538,183196
2539,188309
2540,174250
2541,183370
2542,161370
2543,120329
2544,115020
2545,114315
2546,134283
2547,139934
2548,145826
2549,149697
2550,1483740
2551,129269
2552,121565
2553,76363
2554,109295
2555,113897
2556,96497
2557,101769
2558,165443
2559,145126
2560,150560
2561,166257
2562,153951
2563,169024
2564,189114
2565,125026
2566,151882
2567,140413
2568,182054
2569,209303
2570,117531
2571,188411
2572,156106
2573,224922
2574,281653
2575,121217
2576,118680
2577,124672
2578,91733
2579,61061
2580,110994
2581,111729
2582,120480
2583,271926
2584,169385
2585,167637
2586,209464
2587,203641
2588,145648
2589,151757
2590,210353
2591,222451
2592,226616
2593,244285
2594,200945
2595,208721
2596,301177
2597,187956
2598,287513
2599,296010
2600,118789
2601,126225
2602,79046
2603,82545
2604,98385
2605,73854
2606,133559
2607,178462
2608,180515
2609,159475
2610,133917
2611,130981
2612,153562
2613,138059
2614,133337
2615,142096
2616,141381
2617,174480
2618,177084
2619,206971
2620,182147
2621,175554
2622,182586
2623,243306
2624,255954
2625,368584
2626,178015
2627,193122
2628,444677
2629,513409
2630,353864
2631,488793
2632,393245
2633,306931
2634,379215
2635,155796
2636,179498
2637,158318
2638,281346
2639,180390
2640,153151
2641,100817
2642,174840
2643,106707
2644,122109
2645,108593
2646,94399
2647,100049
2648,140314
2649,154036
2650,143564
2651,130823
2652,436889
2653,260781
2654,256761
2655,361464
2656,314953
2657,366959
2658,301688
2659,309726
2660,352119
2661,340963
2662,343211
2663,307345
2664,265213
2665,295641
2666,276018
2667,169542
2668,184749
2669,175220
2670,265114
2671,184749
2672,189000
2673,209856
2674,214045
2675,167320
2676,191715
2677,209761
2678,244579
2679,258107
2680,276402
2681,398449
2682,321650
2683,440635
2684,293082
2685,315427
2686,255310
2687,292598
2688,233981
2689,213730
2690,448812
2691,200360
2692,156571
2693,186370
2694,155493
2695,191485
2696,183572
2697,182502
2698,185141
2699,165973
2700,145282
2701,153710
2702,108692
2703,136279
2704,135886
2705,122222
2706,121560
2707,120831
2708,133609
2709,126293
2710,128927
2711,300493
2712,347414
2713,171998
2714,150515
2715,175424
2716,156878
2717,200967
2718,236039
2719,146034
2720,172825
2721,131307
2722,153639
2723,153132
2724,129383
2725,130921
2726,149810
2727,183250
2728,158612
2729,142424
2730,153204
2731,132239
2732,124844
2733,157879
2734,151711
2735,133107
2736,141762
2737,122854
2738,137687
2739,153271
2740,141364
2741,138812
2742,149517
2743,145476
2744,149667
2745,160112
2746,127827
2747,138474
2748,126901
2749,120260
2750,125190
2751,122052
2752,159727
2753,134836
2754,193430
2755,134709
2756,89583
2757,71679
2758,84127
2759,140367
2760,101543
2761,140431
2762,145081
2763,188728
2764,136616
2765,274665
2766,133523
2767,75585
2768,132807
2769,126347
2770,157134
2771,122449
2772,126739
2773,136734
2774,141703
2775,118513
2776,128508
2777,127515
2778,126449
2779,111848
2780,105671
2781,101052
2782,89517
2783,84485
2784,121858
2785,124408
2786,69638
2787,131534
2788,72225
2789,158411
2790,99519
2791,106199
2792,68028
2793,154171
2794,95278
2795,124820
2796,94917
2797,195550
2798,89926
2799,103407
2800,74815
2801,106034
2802,127009
2803,165703
2804,119234
2805,101562
2806,87981
2807,165142
2808,137695
2809,141729
2810,136849
2811,139745
2812,150916
2813,155597
2814,162048
2815,95659
2816,252844
2817,142913
2818,129559
2819,158558
2820,119944
2821,107801
2822,153480
2823,325117
2824,151650
2825,116625
2826,131046
2827,144379
2828,217601
2829,185771
2830,218619
2831,184279
2832,251689
2833,248204
2834,205633
2835,210577
2836,189511
2837,180509
2838,150990
2839,165608
2840,205642
2841,205447
2842,218261
2843,165491
2844,168324
2845,147416
2846,207138
2847,194420
2848,218028
2849,207884
2850,271499
2851,216915
2852,228543
2853,224234
2854,139956
2855,209476
2856,199836
2857,190358
2858,206239
2859,101463
2860,128869
2861,125228
2862,178203
2863,138206
2864,221098
2865,130301
2866,151578
2867,103363
2868,97415
2869,111212
2870,116410
2871,94219
2872,56466
2873,99896
2874,136481
2875,139198
2876,158350
2877,146276
2878,189249
2879,128815
2880,111128
2881,145412
2882,173334
2883,201778
2884,181842
2885,179375
2886,237726
2887,102336
2888,119725
2889,66791
2890,75944
2891,129021
2892,68438
2893,109438
2894,67373
2895,283582
2896,272121
2897,195927
2898,158125
2899,201720
2900,158202
2901,197974
2902,205311
2903,301729
2904,319504
2905,80348
2906,180085
2907,107419
2908,131937
2909,144696
2910,79514
2911,87264
2912,135878
2913,84390
2914,81035
2915,90806
2916,91729
2917,160312
2918,131154
2919,216716
