Id,SalePrice
2511,181628
2512,202875
2513,203392
2514,253153
2515,144887
2516,172875
2517,158161
2518,150475
2519,213202
2520,207922
2521,193176
2522,222817
2523,129268
2524,135523
2525,155239
2526,137509
2527,116722
2528,132204
2529,127342
2530,129821
2531,243159
2532,226772
2533,196448
2534,222431
2535,316508
2536,224678
2537,215545
2538,182757
2539,188249
2540,174140
2541,182942
2542,161068
2543,120324
2544,115007
2545,114507
2546,134265
2547,139775
2548,145311
2549,149211
2550,1502390
2551,128868
2552,121518
2553,76184
2554,109457
2555,114037
2556,96487
2557,101804
2558,165768
2559,145319
2560,150506
2561,166056
2562,153852
2563,168921
2564,189039
2565,124512
2566,151922
2567,140741
2568,182053
2569,209254
2570,117533
2571,188011
2572,156143
2573,224807
2574,280055
2575,121120
2576,118739
2577,124807
2578,91750
2579,60890
2580,111622
2581,111731
2582,120581
2583,271725
2584,169402
2585,167541
2586,209470
2587,203777
2588,145466
2589,151783
2590,213678
2591,225430
2592,229519
2593,247452
2594,203619
2595,211237
2596,305773
2597,190404
2598,291141
2599,299778
2600,118598
2601,126037
2602,79033
2603,82568
2604,98363
2605,73795
2606,133550
2607,178653
2608,180701
2609,159339
2610,133906
2611,131271
2612,153680
2613,137917
2614,133188
2615,142194
2616,141451
2617,174963
2618,177580
2619,207180
2620,182245
2621,175510
2622,182553
2623,243229
2624,256369
2625,368734
2626,178320
2627,192974
2628,444374
2629,512424
2630,352844
2631,488924
2632,392377
2633,307219
2634,379497
2635,155761
2636,179262
2637,158341
2638,281329
2639,180221
2640,153204
2641,100653
2642,174874
2643,106598
2644,122159
2645,108585
2646,94373
2647,100049
2648,140392
2649,153951
2650,143589
2651,130783
2652,437267
2653,260496
2654,256567
2655,361925
2656,314139
2657,367091
2658,301056
2659,308939
2660,352068
2661,341207
2662,343530
2663,307245
2664,265257
2665,295981
2666,276112
2667,169361
2668,184517
2669,175296
2670,265050
2671,184517
2672,189012
2673,210165
2674,214339
2675,167208
2676,191560
2677,209956
2678,244514
2679,257733
2680,275972
2681,398562
2682,321453
2683,440763
2684,292810
2685,315122
2686,255081
2687,293308
2688,233983
2689,213598
2690,450526
2691,200102
2692,156320
2693,186176
2694,155234
2695,191038
2696,183087
2697,182227
2698,185037
2699,166344
2700,145408
2701,153416
2702,108617
2703,135785
2704,135871
2705,122200
2706,121430
2707,120757
2708,133636
2709,126275
2710,128888
2711,301126
2712,347520
2713,172051
2714,150410
2715,175460
2716,156676
2717,200622
2718,236159
2719,146653
2720,173006
2721,131298
2722,153517
2723,153087
2724,129301
2725,130935
2726,149841
2727,183977
2728,158528
2729,142277
2730,153356
2731,132399
2732,124862
2733,158078
2734,151909
2735,133285
2736,141689
2737,122880
2738,137844
2739,153396
2740,141246
2741,138932
2742,149523
2743,145585
2744,149817
2745,160263
2746,127924
2747,138178
2748,126678
2749,120286
2750,125199
2751,122120
2752,158422
2753,134881
2754,194909
2755,134651
2756,89497
2757,71724
2758,84131
2759,140367
2760,101651
2761,140428
2762,145130
2763,188981
2764,136143
2765,275055
2766,133609
2767,75441
2768,133007
2769,126424
2770,157151
2771,122384
2772,127204
2773,136860
2774,141611
2775,118643
2776,128670
2777,127597
2778,126185
2779,112375
2780,105653
2781,100986
2782,89256
2783,84536
2784,122066
2785,124346
2786,69586
2787,131297
2788,72199
2789,158604
2790,99489
2791,105930
2792,68099
2793,154232
2794,95306
2795,124792
2796,94919
2797,195377
2798,89892
2799,103407
2800,74785
2801,106073
2802,127016
2803,166085
2804,118948
2805,101407
2806,87830
2807,164346
2808,137734
2809,141665
2810,136893
2811,139728
2812,150790
2813,155863
2814,162414
2815,95791
2816,256143
2817,144371
2818,129428
2819,160690
2820,120057
2821,107838
2822,153600
2823,326564
2824,151994
2825,116328
2826,131063
2827,144441
2828,217508
2829,185921
2830,218475
2831,184169
2832,252391
2833,248503
2834,205295
2835,210612
2836,189108
2837,183377
2838,150923
2839,165381
2840,205854
2841,205254
2842,218227
2843,165515
2844,168496
2845,147571
2846,206885
2847,194300
2848,218123
2849,207545
2850,271551
2851,216762
2852,228566
2853,224196
2854,139970
2855,209645
2856,199442
2857,189954
2858,206346
2859,101690
2860,128343
2861,125272
2862,177499
2863,137788
2864,220464
2865,129910
2866,151275
2867,103308
2868,97569
2869,111462
2870,116495
2871,94372
2872,56505
2873,100086
2874,136511
2875,139463
2876,158203
2877,146249
2878,189261
2879,128765
2880,110972
2881,145401
2882,173318
2883,201893
2884,181604
2885,179227
2886,237821
2887,102306
2888,119781
2889,66716
2890,75912
2891,128800
2892,68213
2893,109570
2894,67316
2895,283401
2896,271968
2897,196234
2898,158322
2899,201408
2900,158225
2901,200516
2902,208160
2903,306127
2904,324239
2905,80234
2906,180150
2907,107205
2908,131918
2909,144995
2910,79559
2911,87207
2912,135879
2913,84409
2914,81012
2915,90794
2916,91687
2917,160693
2918,130923
2919,216465
